country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Israel,1986,female,5-14 years,0.0,441200.0,0.0,Israel1986,,34083532195.0,8938.0,Generation X
Israel,1987,male,75+ years,32.0,73000.0,43.84,Israel1987,,40946424370.0,10558.0,G.I. Generation
Israel,1987,male,55-74 years,57.0,248000.0,22.98,Israel1987,,40946424370.0,10558.0,G.I. Generation
Israel,1987,female,75+ years,18.0,83500.0,21.56,Israel1987,,40946424370.0,10558.0,G.I. Generation
Israel,1987,male,35-54 years,45.0,427100.0,10.54,Israel1987,,40946424370.0,10558.0,Silent
Israel,1987,male,25-34 years,33.0,323100.0,10.21,Israel1987,,40946424370.0,10558.0,Boomers
Israel,1987,female,55-74 years,24.0,293000.0,8.19,Israel1987,,40946424370.0,10558.0,G.I. Generation
Israel,1987,male,15-24 years,26.0,386400.0,6.73,Israel1987,,40946424370.0,10558.0,Generation X
Israel,1987,female,25-34 years,13.0,323100.0,4.02,Israel1987,,40946424370.0,10558.0,Boomers
Israel,1987,female,35-54 years,16.0,441800.0,3.62,Israel1987,,40946424370.0,10558.0,Silent
Israel,1987,female,15-24 years,7.0,364500.0,1.92,Israel1987,,40946424370.0,10558.0,Generation X
Israel,1987,female,5-14 years,0.0,445200.0,0.0,Israel1987,,40946424370.0,10558.0,Generation X
Israel,1987,male,5-14 years,0.0,469400.0,0.0,Israel1987,,40946424370.0,10558.0,Generation X
Israel,1988,male,75+ years,23.0,75200.0,30.59,Israel1988,,50078767903.0,12687.0,G.I. Generation
Israel,1988,male,55-74 years,51.0,248700.0,20.51,Israel1988,,50078767903.0,12687.0,G.I. Generation
Israel,1988,female,75+ years,14.0,88100.0,15.89,Israel1988,,50078767903.0,12687.0,G.I. Generation
Israel,1988,male,35-54 years,62.0,442600.0,14.01,Israel1988,,50078767903.0,12687.0,Silent
Israel,1988,male,25-34 years,41.0,323900.0,12.66,Israel1988,,50078767903.0,12687.0,Boomers
Israel,1988,female,55-74 years,30.0,293400.0,10.22,Israel1988,,50078767903.0,12687.0,G.I. Generation
Israel,1988,male,15-24 years,36.0,395700.0,9.1,Israel1988,,50078767903.0,12687.0,Generation X
Israel,1988,female,35-54 years,29.0,456800.0,6.35,Israel1988,,50078767903.0,12687.0,Silent
Israel,1988,female,25-34 years,8.0,322600.0,2.48,Israel1988,,50078767903.0,12687.0,Boomers
Israel,1988,female,15-24 years,8.0,374200.0,2.14,Israel1988,,50078767903.0,12687.0,Generation X
Israel,1988,male,5-14 years,1.0,475400.0,0.21,Israel1988,,50078767903.0,12687.0,Generation X
Israel,1988,female,5-14 years,0.0,450700.0,0.0,Israel1988,,50078767903.0,12687.0,Generation X
Israel,1989,male,75+ years,45.0,77500.0,58.06,Israel1989,,49881433991.0,12405.0,G.I. Generation
Israel,1989,male,55-74 years,71.0,249800.0,28.42,Israel1989,,49881433991.0,12405.0,G.I. Generation
Israel,1989,female,75+ years,25.0,92500.0,27.03,Israel1989,,49881433991.0,12405.0,G.I. Generation
Israel,1989,male,35-54 years,62.0,458000.0,13.54,Israel1989,,49881433991.0,12405.0,Silent
Israel,1989,male,25-34 years,43.0,326800.0,13.16,Israel1989,,49881433991.0,12405.0,Boomers
Israel,1989,female,55-74 years,33.0,293900.0,11.23,Israel1989,,49881433991.0,12405.0,G.I. Generation
Israel,1989,male,15-24 years,25.0,405300.0,6.17,Israel1989,,49881433991.0,12405.0,Generation X
Israel,1989,female,25-34 years,17.0,324000.0,5.25,Israel1989,,49881433991.0,12405.0,Boomers
Israel,1989,female,15-24 years,14.0,384600.0,3.64,Israel1989,,49881433991.0,12405.0,Generation X
Israel,1989,female,35-54 years,15.0,472000.0,3.18,Israel1989,,49881433991.0,12405.0,Silent
Israel,1989,male,5-14 years,2.0,481100.0,0.42,Israel1989,,49881433991.0,12405.0,Generation X
Israel,1989,female,5-14 years,1.0,455600.0,0.22,Israel1989,,49881433991.0,12405.0,Generation X
Israel,1990,male,75+ years,29.0,80000.0,36.25,Israel1990,0.785,58986997917.0,14193.0,G.I. Generation
Israel,1990,male,55-74 years,52.0,256800.0,20.25,Israel1990,0.785,58986997917.0,14193.0,G.I. Generation
Israel,1990,male,25-34 years,48.0,336200.0,14.28,Israel1990,0.785,58986997917.0,14193.0,Boomers
Israel,1990,male,35-54 years,61.0,481600.0,12.67,Israel1990,0.785,58986997917.0,14193.0,Silent
Israel,1990,female,75+ years,12.0,98300.0,12.21,Israel1990,0.785,58986997917.0,14193.0,G.I. Generation
Israel,1990,female,55-74 years,23.0,303300.0,7.58,Israel1990,0.785,58986997917.0,14193.0,G.I. Generation
Israel,1990,male,15-24 years,28.0,418200.0,6.7,Israel1990,0.785,58986997917.0,14193.0,Generation X
Israel,1990,female,35-54 years,22.0,495800.0,4.44,Israel1990,0.785,58986997917.0,14193.0,Silent
Israel,1990,female,25-34 years,14.0,332700.0,4.21,Israel1990,0.785,58986997917.0,14193.0,Boomers
Israel,1990,female,15-24 years,13.0,399100.0,3.26,Israel1990,0.785,58986997917.0,14193.0,Generation X
Israel,1990,male,5-14 years,2.0,490200.0,0.41,Israel1990,0.785,58986997917.0,14193.0,Generation X
Israel,1990,female,5-14 years,0.0,463900.0,0.0,Israel1990,0.785,58986997917.0,14193.0,Generation X
Israel,1991,male,75+ years,35.0,83600.0,41.87,Israel1991,,67530220219.0,15267.0,G.I. Generation
Israel,1991,male,55-74 years,60.0,275600.0,21.77,Israel1991,,67530220219.0,15267.0,Silent
Israel,1991,female,75+ years,20.0,105900.0,18.89,Israel1991,,67530220219.0,15267.0,G.I. Generation
Israel,1991,male,35-54 years,74.0,521300.0,14.2,Israel1991,,67530220219.0,15267.0,Boomers
Israel,1991,male,25-34 years,41.0,355600.0,11.53,Israel1991,,67530220219.0,15267.0,Boomers
Israel,1991,male,15-24 years,49.0,443300.0,11.05,Israel1991,,67530220219.0,15267.0,Generation X
Israel,1991,female,55-74 years,32.0,328400.0,9.74,Israel1991,,67530220219.0,15267.0,Silent
Israel,1991,female,35-54 years,27.0,538000.0,5.02,Israel1991,,67530220219.0,15267.0,Boomers
Israel,1991,female,25-34 years,9.0,351700.0,2.56,Israel1991,,67530220219.0,15267.0,Boomers
Israel,1991,female,15-24 years,9.0,425100.0,2.12,Israel1991,,67530220219.0,15267.0,Generation X
Israel,1991,male,5-14 years,3.0,511100.0,0.59,Israel1991,,67530220219.0,15267.0,Millenials
Israel,1991,female,5-14 years,0.0,483600.0,0.0,Israel1991,,67530220219.0,15267.0,Millenials
Israel,1992,male,75+ years,27.0,84400.0,31.99,Israel1992,,75575902932.0,16469.0,G.I. Generation
Israel,1992,male,55-74 years,77.0,288500.0,26.69,Israel1992,,75575902932.0,16469.0,Silent
Israel,1992,male,35-54 years,74.0,546900.0,13.53,Israel1992,,75575902932.0,16469.0,Boomers
Israel,1992,female,75+ years,14.0,109700.0,12.76,Israel1992,,75575902932.0,16469.0,G.I. Generation
Israel,1992,male,15-24 years,54.0,462200.0,11.68,Israel1992,,75575902932.0,16469.0,Generation X
Israel,1992,male,25-34 years,42.0,365400.0,11.49,Israel1992,,75575902932.0,16469.0,Boomers
Israel,1992,female,55-74 years,36.0,345800.0,10.41,Israel1992,,75575902932.0,16469.0,Silent
Israel,1992,female,25-34 years,17.0,361000.0,4.71,Israel1992,,75575902932.0,16469.0,Boomers
Israel,1992,female,35-54 years,24.0,565600.0,4.24,Israel1992,,75575902932.0,16469.0,Boomers
Israel,1992,female,15-24 years,11.0,443600.0,2.48,Israel1992,,75575902932.0,16469.0,Generation X
Israel,1992,male,5-14 years,4.0,521600.0,0.77,Israel1992,,75575902932.0,16469.0,Millenials
Israel,1992,female,5-14 years,1.0,494200.0,0.2,Israel1992,,75575902932.0,16469.0,Millenials
Israel,1993,male,75+ years,38.0,84700.0,44.86,Israel1993,,75954641355.0,16102.0,G.I. Generation
Israel,1993,male,55-74 years,64.0,298600.0,21.43,Israel1993,,75954641355.0,16102.0,Silent
Israel,1993,female,75+ years,18.0,112500.0,16.0,Israel1993,,75954641355.0,16102.0,G.I. Generation
Israel,1993,male,25-34 years,47.0,372900.0,12.6,Israel1993,,75954641355.0,16102.0,Boomers
Israel,1993,male,35-54 years,69.0,566800.0,12.17,Israel1993,,75954641355.0,16102.0,Boomers
Israel,1993,male,15-24 years,54.0,476800.0,11.33,Israel1993,,75954641355.0,16102.0,Generation X
Israel,1993,female,55-74 years,31.0,358900.0,8.64,Israel1993,,75954641355.0,16102.0,Silent
Israel,1993,female,35-54 years,29.0,586700.0,4.94,Israel1993,,75954641355.0,16102.0,Boomers
Israel,1993,female,25-34 years,13.0,368000.0,3.53,Israel1993,,75954641355.0,16102.0,Boomers
Israel,1993,female,15-24 years,7.0,457700.0,1.53,Israel1993,,75954641355.0,16102.0,Generation X
Israel,1993,female,5-14 years,1.0,503000.0,0.2,Israel1993,,75954641355.0,16102.0,Millenials
Israel,1993,male,5-14 years,0.0,530400.0,0.0,Israel1993,,75954641355.0,16102.0,Millenials
Israel,1994,male,75+ years,39.0,86000.0,45.35,Israel1994,,86307135997.0,17814.0,G.I. Generation
Israel,1994,female,75+ years,29.0,116500.0,24.89,Israel1994,,86307135997.0,17814.0,G.I. Generation
Israel,1994,male,55-74 years,56.0,307700.0,18.2,Israel1994,,86307135997.0,17814.0,Silent
Israel,1994,male,35-54 years,97.0,586200.0,16.55,Israel1994,,86307135997.0,17814.0,Boomers
Israel,1994,male,25-34 years,52.0,382000.0,13.61,Israel1994,,86307135997.0,17814.0,Boomers
Israel,1994,male,15-24 years,57.0,489500.0,11.64,Israel1994,,86307135997.0,17814.0,Generation X
Israel,1994,female,55-74 years,32.0,370200.0,8.64,Israel1994,,86307135997.0,17814.0,Silent
Israel,1994,female,25-34 years,16.0,376500.0,4.25,Israel1994,,86307135997.0,17814.0,Boomers
Israel,1994,female,35-54 years,25.0,608200.0,4.11,Israel1994,,86307135997.0,17814.0,Boomers
Israel,1994,female,15-24 years,8.0,469900.0,1.7,Israel1994,,86307135997.0,17814.0,Generation X
Israel,1994,male,5-14 years,3.0,540100.0,0.56,Israel1994,,86307135997.0,17814.0,Millenials
Israel,1994,female,5-14 years,2.0,512100.0,0.39,Israel1994,,86307135997.0,17814.0,Millenials
Israel,1995,male,75+ years,33.0,88800.0,37.16,Israel1995,0.817,100343219507.0,20159.0,G.I. Generation
Israel,1995,female,75+ years,27.0,121800.0,22.17,Israel1995,0.817,100343219507.0,20159.0,G.I. Generation
Israel,1995,male,55-74 years,63.0,314800.0,20.01,Israel1995,0.817,100343219507.0,20159.0,Silent
Israel,1995,male,35-54 years,72.0,607200.0,11.86,Israel1995,0.817,100343219507.0,20159.0,Boomers
Israel,1995,male,15-24 years,49.0,501600.0,9.77,Israel1995,0.817,100343219507.0,20159.0,Generation X
Israel,1995,male,25-34 years,38.0,393300.0,9.66,Israel1995,0.817,100343219507.0,20159.0,Generation X
Israel,1995,female,55-74 years,28.0,379500.0,7.38,Israel1995,0.817,100343219507.0,20159.0,Silent
Israel,1995,female,15-24 years,20.0,481200.0,4.16,Israel1995,0.817,100343219507.0,20159.0,Generation X
Israel,1995,female,35-54 years,22.0,631000.0,3.49,Israel1995,0.817,100343219507.0,20159.0,Boomers
Israel,1995,female,25-34 years,4.0,387100.0,1.03,Israel1995,0.817,100343219507.0,20159.0,Generation X
Israel,1995,male,5-14 years,3.0,549800.0,0.55,Israel1995,0.817,100343219507.0,20159.0,Millenials
Israel,1995,female,5-14 years,1.0,521600.0,0.19,Israel1995,0.817,100343219507.0,20159.0,Millenials
Israel,1996,male,75+ years,39.0,96200.0,40.54,Israel1996,,109957321960.0,21545.0,G.I. Generation
Israel,1996,male,55-74 years,50.0,325900.0,15.34,Israel1996,,109957321960.0,21545.0,Silent
Israel,1996,female,75+ years,20.0,130600.0,15.31,Israel1996,,109957321960.0,21545.0,G.I. Generation
Israel,1996,male,25-34 years,38.0,390300.0,9.74,Israel1996,,109957321960.0,21545.0,Generation X
Israel,1996,male,35-54 years,57.0,625600.0,9.11,Israel1996,,109957321960.0,21545.0,Boomers
Israel,1996,male,15-24 years,44.0,512900.0,8.58,Israel1996,,109957321960.0,21545.0,Generation X
Israel,1996,female,55-74 years,16.0,395400.0,4.05,Israel1996,,109957321960.0,21545.0,Silent
Israel,1996,female,35-54 years,21.0,659200.0,3.19,Israel1996,,109957321960.0,21545.0,Boomers
Israel,1996,female,25-34 years,9.0,394500.0,2.28,Israel1996,,109957321960.0,21545.0,Generation X
Israel,1996,female,15-24 years,9.0,490500.0,1.83,Israel1996,,109957321960.0,21545.0,Generation X
Israel,1996,male,5-14 years,3.0,555300.0,0.54,Israel1996,,109957321960.0,21545.0,Millenials
Israel,1996,female,5-14 years,0.0,527300.0,0.0,Israel1996,,109957321960.0,21545.0,Millenials
Israel,1997,male,75+ years,44.0,99900.0,44.04,Israel1997,,114724862034.0,21921.0,G.I. Generation
Israel,1997,male,55-74 years,55.0,330000.0,16.67,Israel1997,,114724862034.0,21921.0,Silent
Israel,1997,female,75+ years,21.0,136500.0,15.38,Israel1997,,114724862034.0,21921.0,G.I. Generation
Israel,1997,male,35-54 years,83.0,647100.0,12.83,Israel1997,,114724862034.0,21921.0,Boomers
Israel,1997,male,15-24 years,66.0,523600.0,12.61,Israel1997,,114724862034.0,21921.0,Generation X
Israel,1997,male,25-34 years,51.0,405400.0,12.58,Israel1997,,114724862034.0,21921.0,Generation X
Israel,1997,female,55-74 years,20.0,400900.0,4.99,Israel1997,,114724862034.0,21921.0,Silent
Israel,1997,female,25-34 years,13.0,407500.0,3.19,Israel1997,,114724862034.0,21921.0,Generation X
Israel,1997,female,35-54 years,16.0,682500.0,2.34,Israel1997,,114724862034.0,21921.0,Boomers
Israel,1997,female,15-24 years,8.0,500700.0,1.6,Israel1997,,114724862034.0,21921.0,Generation X
Israel,1997,male,5-14 years,2.0,563800.0,0.35,Israel1997,,114724862034.0,21921.0,Millenials
Israel,1997,female,5-14 years,0.0,535600.0,0.0,Israel1997,,114724862034.0,21921.0,Millenials
Israel,1998,male,75+ years,33.0,103400.0,31.91,Israel1998,,115979230547.0,21637.0,G.I. Generation
Israel,1998,male,55-74 years,55.0,333300.0,16.5,Israel1998,,115979230547.0,21637.0,Silent
Israel,1998,female,75+ years,15.0,143800.0,10.43,Israel1998,,115979230547.0,21637.0,G.I. Generation
Israel,1998,male,25-34 years,42.0,421100.0,9.97,Israel1998,,115979230547.0,21637.0,Generation X
Israel,1998,male,15-24 years,52.0,534300.0,9.73,Israel1998,,115979230547.0,21637.0,Generation X
Israel,1998,male,35-54 years,55.0,668200.0,8.23,Israel1998,,115979230547.0,21637.0,Boomers
Israel,1998,female,55-74 years,21.0,403400.0,5.21,Israel1998,,115979230547.0,21637.0,Silent
Israel,1998,female,35-54 years,19.0,705600.0,2.69,Israel1998,,115979230547.0,21637.0,Boomers
Israel,1998,female,15-24 years,13.0,511000.0,2.54,Israel1998,,115979230547.0,21637.0,Generation X
Israel,1998,female,25-34 years,10.0,421100.0,2.37,Israel1998,,115979230547.0,21637.0,Generation X
Israel,1998,male,5-14 years,2.0,571700.0,0.35,Israel1998,,115979230547.0,21637.0,Millenials
Israel,1998,female,5-14 years,1.0,543300.0,0.18,Israel1998,,115979230547.0,21637.0,Millenials
Israel,1999,male,75+ years,31.0,106865.0,29.01,Israel1999,,117189920212.0,21319.0,G.I. Generation
Israel,1999,male,35-54 years,105.0,689686.0,15.22,Israel1999,,117189920212.0,21319.0,Boomers
Israel,1999,male,55-74 years,43.0,338915.0,12.69,Israel1999,,117189920212.0,21319.0,Silent
Israel,1999,male,15-24 years,62.0,544300.0,11.39,Israel1999,,117189920212.0,21319.0,Generation X
Israel,1999,male,25-34 years,50.0,439100.0,11.39,Israel1999,,117189920212.0,21319.0,Generation X
Israel,1999,female,75+ years,16.0,151632.0,10.55,Israel1999,,117189920212.0,21319.0,G.I. Generation
Israel,1999,female,55-74 years,21.0,406997.0,5.16,Israel1999,,117189920212.0,21319.0,Silent
Israel,1999,female,25-34 years,12.0,437200.0,2.74,Israel1999,,117189920212.0,21319.0,Generation X
Israel,1999,female,35-54 years,15.0,728952.0,2.06,Israel1999,,117189920212.0,21319.0,Boomers
Israel,1999,female,15-24 years,7.0,521300.0,1.34,Israel1999,,117189920212.0,21319.0,Generation X
Israel,1999,male,5-14 years,6.0,580400.0,1.03,Israel1999,,117189920212.0,21319.0,Millenials
Israel,1999,female,5-14 years,0.0,551700.0,0.0,Israel1999,,117189920212.0,21319.0,Millenials
Israel,2000,male,75+ years,39.0,110539.0,35.28,Israel2000,0.85,132339311284.0,23451.0,G.I. Generation
Israel,2000,male,25-34 years,66.0,459153.0,14.37,Israel2000,0.85,132339311284.0,23451.0,Generation X
Israel,2000,male,35-54 years,100.0,709982.0,14.08,Israel2000,0.85,132339311284.0,23451.0,Boomers
Israel,2000,male,15-24 years,65.0,552321.0,11.77,Israel2000,0.85,132339311284.0,23451.0,Generation X
Israel,2000,male,55-74 years,36.0,348176.0,10.34,Israel2000,0.85,132339311284.0,23451.0,Silent
Israel,2000,female,75+ years,13.0,159870.0,8.13,Israel2000,0.85,132339311284.0,23451.0,G.I. Generation
Israel,2000,female,55-74 years,25.0,414182.0,6.04,Israel2000,0.85,132339311284.0,23451.0,Silent
Israel,2000,female,25-34 years,15.0,455733.0,3.29,Israel2000,0.85,132339311284.0,23451.0,Generation X
Israel,2000,female,35-54 years,24.0,750796.0,3.2,Israel2000,0.85,132339311284.0,23451.0,Boomers
Israel,2000,female,15-24 years,10.0,530270.0,1.89,Israel2000,0.85,132339311284.0,23451.0,Generation X
Israel,2000,male,5-14 years,1.0,590518.0,0.17,Israel2000,0.85,132339311284.0,23451.0,Millenials
Israel,2000,female,5-14 years,0.0,561751.0,0.0,Israel2000,0.85,132339311284.0,23451.0,Millenials
Israel,2001,male,75+ years,38.0,113986.0,33.34,Israel2001,,130706147871.0,22623.0,Silent
Israel,2001,male,55-74 years,56.0,361167.0,15.51,Israel2001,,130706147871.0,22623.0,Silent
Israel,2001,male,15-24 years,76.0,557718.0,13.63,Israel2001,,130706147871.0,22623.0,Millenials
Israel,2001,male,35-54 years,94.0,724513.0,12.97,Israel2001,,130706147871.0,22623.0,Boomers
Israel,2001,male,25-34 years,58.0,478896.0,12.11,Israel2001,,130706147871.0,22623.0,Generation X
Israel,2001,female,75+ years,17.0,167410.0,10.15,Israel2001,,130706147871.0,22623.0,Silent
Israel,2001,female,55-74 years,14.0,425773.0,3.29,Israel2001,,130706147871.0,22623.0,Silent
Israel,2001,female,35-54 years,24.0,765725.0,3.13,Israel2001,,130706147871.0,22623.0,Boomers
Israel,2001,female,25-34 years,9.0,474315.0,1.9,Israel2001,,130706147871.0,22623.0,Generation X
Israel,2001,female,15-24 years,9.0,536217.0,1.68,Israel2001,,130706147871.0,22623.0,Millenials
Israel,2001,female,5-14 years,2.0,571290.0,0.35,Israel2001,,130706147871.0,22623.0,Millenials
Israel,2001,male,5-14 years,1.0,600457.0,0.17,Israel2001,,130706147871.0,22623.0,Millenials
Israel,2002,male,75+ years,28.0,117146.0,23.9,Israel2002,,121069378150.0,20536.0,Silent
Israel,2002,male,35-54 years,99.0,732491.0,13.52,Israel2002,,121069378150.0,20536.0,Boomers
Israel,2002,male,55-74 years,45.0,377599.0,11.92,Israel2002,,121069378150.0,20536.0,Silent
Israel,2002,male,25-34 years,59.0,496115.0,11.89,Israel2002,,121069378150.0,20536.0,Generation X
Israel,2002,male,15-24 years,60.0,561947.0,10.68,Israel2002,,121069378150.0,20536.0,Millenials
Israel,2002,female,75+ years,14.0,173506.0,8.07,Israel2002,,121069378150.0,20536.0,Silent
Israel,2002,female,55-74 years,20.0,441786.0,4.53,Israel2002,,121069378150.0,20536.0,Silent
Israel,2002,female,35-54 years,31.0,773340.0,4.01,Israel2002,,121069378150.0,20536.0,Boomers
Israel,2002,female,15-24 years,14.0,540419.0,2.59,Israel2002,,121069378150.0,20536.0,Millenials
Israel,2002,female,25-34 years,10.0,490754.0,2.04,Israel2002,,121069378150.0,20536.0,Generation X
Israel,2002,female,5-14 years,2.0,580138.0,0.34,Israel2002,,121069378150.0,20536.0,Millenials
Israel,2002,male,5-14 years,0.0,610267.0,0.0,Israel2002,,121069378150.0,20536.0,Millenials
Israel,2003,male,75+ years,28.0,120134.0,23.31,Israel2003,,126864966909.0,21133.0,Silent
Israel,2003,male,55-74 years,70.0,393481.0,17.79,Israel2003,,126864966909.0,21133.0,Silent
Israel,2003,male,35-54 years,125.0,739587.0,16.9,Israel2003,,126864966909.0,21133.0,Boomers
Israel,2003,male,25-34 years,57.0,509736.0,11.18,Israel2003,,126864966909.0,21133.0,Generation X
Israel,2003,male,15-24 years,62.0,566251.0,10.95,Israel2003,,126864966909.0,21133.0,Millenials
Israel,2003,female,75+ years,10.0,178813.0,5.59,Israel2003,,126864966909.0,21133.0,Silent
Israel,2003,female,55-74 years,24.0,457426.0,5.25,Israel2003,,126864966909.0,21133.0,Silent
Israel,2003,female,35-54 years,25.0,779552.0,3.21,Israel2003,,126864966909.0,21133.0,Boomers
Israel,2003,female,25-34 years,8.0,503837.0,1.59,Israel2003,,126864966909.0,21133.0,Generation X
Israel,2003,female,15-24 years,5.0,544294.0,0.92,Israel2003,,126864966909.0,21133.0,Millenials
Israel,2003,male,5-14 years,3.0,620511.0,0.48,Israel2003,,126864966909.0,21133.0,Millenials
Israel,2003,female,5-14 years,0.0,589505.0,0.0,Israel2003,,126864966909.0,21133.0,Millenials
Israel,2004,male,75+ years,30.0,123028.0,24.38,Israel2004,,135445033199.0,22168.0,Silent
Israel,2004,male,55-74 years,65.0,407467.0,15.95,Israel2004,,135445033199.0,22168.0,Silent
Israel,2004,male,25-34 years,66.0,520746.0,12.67,Israel2004,,135445033199.0,22168.0,Generation X
Israel,2004,male,35-54 years,90.0,749833.0,12.0,Israel2004,,135445033199.0,22168.0,Boomers
Israel,2004,male,15-24 years,68.0,570981.0,11.91,Israel2004,,135445033199.0,22168.0,Millenials
Israel,2004,female,75+ years,16.0,183915.0,8.7,Israel2004,,135445033199.0,22168.0,Silent
Israel,2004,female,55-74 years,18.0,471206.0,3.82,Israel2004,,135445033199.0,22168.0,Silent
Israel,2004,female,35-54 years,30.0,788499.0,3.8,Israel2004,,135445033199.0,22168.0,Boomers
Israel,2004,female,25-34 years,14.0,514416.0,2.72,Israel2004,,135445033199.0,22168.0,Generation X
Israel,2004,female,15-24 years,11.0,548642.0,2.0,Israel2004,,135445033199.0,22168.0,Millenials
Israel,2004,female,5-14 years,2.0,599789.0,0.33,Israel2004,,135445033199.0,22168.0,Millenials
Israel,2004,male,5-14 years,1.0,631409.0,0.16,Israel2004,,135445033199.0,22168.0,Millenials
Israel,2005,male,75+ years,35.0,126420.0,27.69,Israel2005,0.87,142462925574.0,22901.0,Silent
Israel,2005,male,55-74 years,52.0,422405.0,12.31,Israel2005,0.87,142462925574.0,22901.0,Silent
Israel,2005,male,35-54 years,93.0,761176.0,12.22,Israel2005,0.87,142462925574.0,22901.0,Boomers
Israel,2005,female,75+ years,23.0,188969.0,12.17,Israel2005,0.87,142462925574.0,22901.0,Silent
Israel,2005,male,15-24 years,66.0,576279.0,11.45,Israel2005,0.87,142462925574.0,22901.0,Millenials
Israel,2005,male,25-34 years,56.0,529472.0,10.58,Israel2005,0.87,142462925574.0,22901.0,Generation X
Israel,2005,female,55-74 years,26.0,486213.0,5.35,Israel2005,0.87,142462925574.0,22901.0,Silent
Israel,2005,female,35-54 years,42.0,798431.0,5.26,Israel2005,0.87,142462925574.0,22901.0,Boomers
Israel,2005,female,25-34 years,16.0,523192.0,3.06,Israel2005,0.87,142462925574.0,22901.0,Generation X
Israel,2005,female,15-24 years,13.0,553467.0,2.35,Israel2005,0.87,142462925574.0,22901.0,Millenials
Israel,2005,male,5-14 years,2.0,643592.0,0.31,Israel2005,0.87,142462925574.0,22901.0,Millenials
Israel,2005,female,5-14 years,1.0,611245.0,0.16,Israel2005,0.87,142462925574.0,22901.0,Millenials
Israel,2006,male,75+ years,22.0,129698.0,16.96,Israel2006,,153966916311.0,24306.0,Silent
Israel,2006,male,55-74 years,61.0,439413.0,13.88,Israel2006,,153966916311.0,24306.0,Silent
Israel,2006,male,35-54 years,84.0,773099.0,10.87,Israel2006,,153966916311.0,24306.0,Boomers
Israel,2006,male,15-24 years,61.0,582025.0,10.48,Israel2006,,153966916311.0,24306.0,Millenials
Israel,2006,male,25-34 years,51.0,535920.0,9.52,Israel2006,,153966916311.0,24306.0,Generation X
Israel,2006,female,75+ years,13.0,193121.0,6.73,Israel2006,,153966916311.0,24306.0,Silent
Israel,2006,female,35-54 years,31.0,808874.0,3.83,Israel2006,,153966916311.0,24306.0,Boomers
Israel,2006,female,15-24 years,18.0,558626.0,3.22,Israel2006,,153966916311.0,24306.0,Millenials
Israel,2006,female,55-74 years,15.0,503743.0,2.98,Israel2006,,153966916311.0,24306.0,Silent
Israel,2006,female,25-34 years,10.0,529943.0,1.89,Israel2006,,153966916311.0,24306.0,Generation X
Israel,2006,female,5-14 years,1.0,623474.0,0.16,Israel2006,,153966916311.0,24306.0,Millenials
Israel,2006,male,5-14 years,0.0,656549.0,0.0,Israel2006,,153966916311.0,24306.0,Millenials
Israel,2007,male,75+ years,29.0,132434.0,21.9,Israel2007,,178706717753.0,27712.0,Silent
Israel,2007,male,55-74 years,50.0,456922.0,10.94,Israel2007,,178706717753.0,27712.0,Silent
Israel,2007,male,35-54 years,85.0,785826.0,10.82,Israel2007,,178706717753.0,27712.0,Boomers
Israel,2007,male,25-34 years,51.0,541856.0,9.41,Israel2007,,178706717753.0,27712.0,Generation X
Israel,2007,male,15-24 years,45.0,587792.0,7.66,Israel2007,,178706717753.0,27712.0,Millenials
Israel,2007,female,75+ years,7.0,196820.0,3.56,Israel2007,,178706717753.0,27712.0,Silent
Israel,2007,female,35-54 years,23.0,819830.0,2.81,Israel2007,,178706717753.0,27712.0,Boomers
Israel,2007,female,55-74 years,13.0,521935.0,2.49,Israel2007,,178706717753.0,27712.0,Silent
Israel,2007,female,25-34 years,10.0,536280.0,1.86,Israel2007,,178706717753.0,27712.0,Generation X
Israel,2007,female,15-24 years,10.0,564137.0,1.77,Israel2007,,178706717753.0,27712.0,Millenials
Israel,2007,male,5-14 years,3.0,669312.0,0.45,Israel2007,,178706717753.0,27712.0,Generation Z
Israel,2007,female,5-14 years,0.0,635670.0,0.0,Israel2007,,178706717753.0,27712.0,Generation Z
Israel,2008,male,75+ years,43.0,135142.0,31.82,Israel2008,,215840354627.0,32874.0,Silent
Israel,2008,male,55-74 years,62.0,474005.0,13.08,Israel2008,,215840354627.0,32874.0,Silent
Israel,2008,male,15-24 years,65.0,592791.0,10.97,Israel2008,,215840354627.0,32874.0,Millenials
Israel,2008,male,35-54 years,80.0,799582.0,10.01,Israel2008,,215840354627.0,32874.0,Boomers
Israel,2008,male,25-34 years,42.0,548741.0,7.65,Israel2008,,215840354627.0,32874.0,Generation X
Israel,2008,female,75+ years,11.0,200835.0,5.48,Israel2008,,215840354627.0,32874.0,Silent
Israel,2008,female,55-74 years,15.0,539561.0,2.78,Israel2008,,215840354627.0,32874.0,Silent
Israel,2008,female,25-34 years,11.0,543016.0,2.03,Israel2008,,215840354627.0,32874.0,Generation X
Israel,2008,female,35-54 years,14.0,831482.0,1.68,Israel2008,,215840354627.0,32874.0,Boomers
Israel,2008,female,15-24 years,7.0,569127.0,1.23,Israel2008,,215840354627.0,32874.0,Millenials
Israel,2008,female,5-14 years,2.0,648707.0,0.31,Israel2008,,215840354627.0,32874.0,Generation Z
Israel,2008,male,5-14 years,2.0,682613.0,0.29,Israel2008,,215840354627.0,32874.0,Generation Z
