country,year,suicides/100k_pop
Turkmenistan,1992,111.85
Turkmenistan,1993,115.42999999999999
Turkmenistan,1994,116.92
Turkmenistan,1995,90.44
Turkmenistan,1996,103.64
Turkmenistan,1997,100.97
Turkmenistan,1998,136.5
Turkmenistan,1999,145.06
Turkmenistan,2000,112.13
Turkmenistan,2001,133.46
Turkmenistan,2002,115.43
Turkmenistan,2003,107.02000000000001
Turkmenistan,2004,112.8
Turkmenistan,2005,134.19
Turkmenistan,2006,143.84
Turkmenistan,2007,96.69
Turkmenistan,2008,117.58
Turkmenistan,2009,42.54
Turkmenistan,2010,45.75
Turkmenistan,2011,31.63
Turkmenistan,2012,30.599999999999998
Turkmenistan,2013,23.29
Turkmenistan,2014,28.15
Turkmenistan,2015,28.48
Ukraine,1987,294.04
Ukraine,1988,286.71999999999997
Ukraine,1989,316.32
Ukraine,1990,296.7
Ukraine,1991,297.91
Ukraine,1992,322.49
Ukraine,1993,352.11
Ukraine,1994,384.29
Ukraine,1995,396.67
Ukraine,1996,403.42
Ukraine,1997,395.67
Ukraine,1998,390.15
Ukraine,1999,376.06
Ukraine,2000,377.19
Ukraine,2001,348.14
Ukraine,2002,344.05
Ukraine,2003,337.07
Ukraine,2004,307.05
Ukraine,2005,297.18
Ukraine,2006,282.78999999999996
Ukraine,2007,281.12
Ukraine,2008,274.5
Ukraine,2009,279.26
Ukraine,2010,263.07
Ukraine,2011,264.0
Ukraine,2012,268.47
Ukraine,2014,250.5
Ukraine,2015,244.72
United Arab Emirates,2005,16.05
United Arab Emirates,2006,16.55
United Arab Emirates,2007,15.99
United Arab Emirates,2008,11.86
United Arab Emirates,2009,11.73
United Arab Emirates,2010,22.71
United Kingdom,1985,116.45
United Kingdom,1986,112.01
United Kingdom,1987,103.81
United Kingdom,1988,114.55
United Kingdom,1989,99.19
United Kingdom,1990,103.34
United Kingdom,1991,98.8
United Kingdom,1992,98.75
United Kingdom,1993,96.85
United Kingdom,1994,94.76
United Kingdom,1995,92.34
United Kingdom,1996,88.32000000000001
United Kingdom,1997,88.78
United Kingdom,1998,90.76
United Kingdom,1999,92.44
United Kingdom,2000,87.33
United Kingdom,2001,85.14
United Kingdom,2002,82.71
United Kingdom,2003,80.15
United Kingdom,2004,82.72
United Kingdom,2005,79.16
United Kingdom,2006,78.17
United Kingdom,2007,74.92
United Kingdom,2008,80.71
United Kingdom,2009,78.0
United Kingdom,2010,77.41
United Kingdom,2011,78.29
United Kingdom,2012,79.47
United Kingdom,2013,84.92
United Kingdom,2014,83.93
United Kingdom,2015,86.74
United States,1985,184.72
United States,1986,191.65
United States,1987,191.66
United States,1988,187.71
United States,1989,182.44
United States,1990,187.8
United States,1991,183.77
United States,1992,177.77
United States,1993,179.12
United States,1994,176.03
United States,1995,173.09
United States,1996,166.45
United States,1997,161.96
United States,1998,160.51
United States,1999,150.77
United States,2000,146.58
United States,2001,148.22
United States,2002,150.02
United States,2003,145.64
United States,2004,146.9
United States,2005,146.68
United States,2006,145.13
United States,2007,149.12
United States,2008,153.24
United States,2009,154.19
United States,2010,158.89
United States,2011,162.36
United States,2012,165.14
United States,2013,166.67000000000002
United States,2014,171.33
United States,2015,175.41
Uruguay,1985,178.61
Uruguay,1986,172.47
Uruguay,1987,164.43
Uruguay,1988,164.46
Uruguay,1989,196.46
Uruguay,1990,180.67000000000002
Uruguay,1993,223.01999999999998
Uruguay,1994,214.0
Uruguay,1995,237.94
Uruguay,1996,187.93
Uruguay,1997,233.91
Uruguay,1998,264.08
Uruguay,1999,243.62
Uruguay,2000,274.27
Uruguay,2001,236.12
Uruguay,2002,331.69
Uruguay,2003,259.25
Uruguay,2004,258.49
Uruguay,2005,241.31
Uruguay,2006,248.11
Uruguay,2007,266.31
Uruguay,2008,234.53
Uruguay,2009,237.75
Uruguay,2010,257.43
Uruguay,2012,264.35
Uruguay,2013,249.09
Uruguay,2014,248.64
Uruguay,2015,270.02
Uzbekistan,1990,129.35999999999999
Uzbekistan,1991,124.18
Uzbekistan,1992,111.29
Uzbekistan,1993,111.75999999999999
Uzbekistan,1994,110.85
Uzbekistan,1995,111.3
Uzbekistan,1996,125.06
Uzbekistan,1997,110.58
Uzbekistan,1998,108.3
Uzbekistan,1999,113.33
Uzbekistan,2000,120.31
Uzbekistan,2001,115.92
Uzbekistan,2002,95.28
Uzbekistan,2003,82.06
Uzbekistan,2004,68.03999999999999
Uzbekistan,2005,67.81
Uzbekistan,2009,60.86
Uzbekistan,2010,63.230000000000004
Uzbekistan,2011,67.14
Uzbekistan,2012,77.53
Uzbekistan,2013,78.86
Uzbekistan,2014,85.12
